SerialNumber|QEntryId|StartTime|EndTime|PrintJobGuid|LayoutGuid|OrderNumber|CompanyName|OperatorName|JobName|JobType|LayoutName|PrintTaskId|IsLocalTask|PrintSpeed|MediaName|MediaType|MediaThickness|MediaWidth|MediaLength|MediaSize|ImageWith|ImageLength|RequestedCopyCount|GoodCopyCount|WasteCopyCount|ActiveLayers|HeadGap|Quality|Resolution|NumberOfPasses|Direction|UVLeading|UVTrailing|MaskingType|MaskingValue|TransportAdjust|TransportAdjustPreset|AntiStaticUsed|TurnShuttleOutsideOff|SwathDelay|Temperature|Humidity|Proof|SolidEnhancement|IsRollMedia|NumberOfBoards|NumberOfQueues|QueueMode|QueueSource|InputMode|IsContinuous|ThreePointsAlignment|OutputMode|OutputOnTable|MediaFeedSupport|BorderlessMode|ActualPrintTime|PercentagePrinted|Black|TotalInkGoodConsumption_Black|TotalWasteInkConsumption_Black|Density_Black|InkType_Black|Cyan|TotalInkGoodConsumption_Cyan|TotalWasteInkConsumption_Cyan|Density_Cyan|InkType_Cyan|Magenta|TotalInkGoodConsumption_Magenta|TotalWasteInkConsumption_Magenta|Density_Magenta|InkType_Magenta|Yellow|TotalInkGoodConsumption_Yellow|TotalWasteInkConsumption_Yellow|Density_Yellow|InkType_Yellow|LightCyan|TotalInkGoodConsumption_LightCyan|TotalWasteInkConsumption_LightCyan|Density_LightCyan|InkType_LightCyan|LightBlack|TotalInkGoodConsumption_LightBlack|TotalWasteInkConsumption_LightBlack|Density_LightBlack|InkType_LightBlack|White|TotalInkGoodConsumption_White|TotalWasteInkConsumption_White|Density_White|InkType_White|Varnish|TotalInkGoodConsumption_Varnish|TotalWasteInkConsumption_Varnish|Density_Varnish|InkType_Varnish|
TAURO0000|2024121913340270|2025-06-17 09:27:21|2025-06-17 09:29:31|c3bfb0ee-a2e6-4607-92f0-37032a496362|76d3e8e9-de92-4b74-90ed-4259a7deb4e4|6Pass-9mm-新线性||administrator|AM004 迷彩蓝 1219-OK|PRODUCTION|AM004 迷彩蓝 1219-OK_Layout 1|c887f6cd-3674-49f0-9b91-8b4e5f25b7be|False|1507000|亮光纸|Paper|10.000|2750.000|1225.000|3.369|2754.880|1229.783|1.00|1.00|0.00|C|2.300|STANDARD|1200x635|6|Bi|60|60|flat|0|0.0||True|CLEAR_IMAGE|0|319|51|False|OFF|False|1|1|Free|Single|Manual|ON|OFF|Manual|OFF|None|TAPE|109.3|NaN|Black|0.00679023|0.00000000|100.00|Anuvia 1551|Cyan|0.00000000|0.00000000|100.00|Anuvia 1551|Magenta|0.00462365|0.00000000|100.00|Anuvia 1551|Yellow|0.00287723|0.00000000|100.00|Anuvia 1551|LightCyan|0.00771744|0.00000000|100.00|Anuvia 1551|LightBlack|0.00859355|0.00000000|100.00|Anuvia 1551|White|0.00000000|0.00000000|100.00|Anuvia 1051|Varnish|0.00000000|0.00000000|100.00|Anuvia 1051|
TAURO0000|ef807bbe-682f-4271-81b4-6acefbb844b7|2025-06-17 09:19:56|2025-06-17 09:20:44|1eccdfbb-90e9-4fb3-8ec0-c22cce591179|5b4475c5-bc4f-4ea1-a037-a6c1f9cedd7c|1|||MaxInk|TECHNICAL|DIAGNOSTIC|99210b37-1623-4989-946e-490a3d9995ed|True|500000|Mag200|Multi Art Gloss 200g|0.169|1020.000|720.000|0.734|990.000|638.000|1.00|1.00|0.00|C|1.900|EXPRESS|600x907|2|Bi|80|80|flat|0|0.0||False|CLEAR_IMAGE|0|319|52|False|OFF|False|1|1|Free|Single|Manual|ON|OFF|Manual|OFF|None|TAPE|21.1|NaN|Black|0.00161576|0.00000000|100.00|Anuvia 1551|Cyan|0.00160681|0.00000000|100.00|Anuvia 1551|Magenta|0.00080417|0.00000000|100.00|Anuvia 1551|Yellow|0.00080417|0.00000000|100.00|Anuvia 1551|LightCyan|0.00080008|0.00000000|100.00|Anuvia 1551|LightBlack|0.00080009|0.00000000|100.00|Anuvia 1551|White|0.00000000|0.00000000|100.00|Anuvia 1051|Varnish|0.00000000|0.00000000|100.00|Anuvia 1051|
